"";"GeneID_final";"GeneSymbol_final";"Protein.name";"Fasta.headers";"Controle_neg_0h_1";"Controle_neg_0h_2";"Controle_neg_0h_3";"Controle_neg_24h_1";"Controle_neg_24h_2";"Lampada_2_48h_3";"Controle_neg_48h_1";"Controle_neg_48h_2";"Controle_neg_48h_3";"Lampada_1_0h_1";"Lampada_1_0h_2";"Lampada_1_0h_3";"Lampada_1_24h_1";"Lampada_1_24h_2";"Lampada_1_24h_3";"Lampada_1_48h_1";"Lampada_1_48h_2";"Lampada_1_48h_3";"Lampada_2_0h_1";"Lampada_2_0h_2";"Lampada_2_0h_3";"Lampada_2_24h_1";"Lampada_2_24h_2";"Lampada_2_24h_3";"Lampada_2_48h_1";"Lampada_2_48h_2";"Controle_neg_24h_3"
"1957";"23644";"EDC4";"Enhancer of mRNA-decapping protein 4";"sp|Q6P2E9|EDC4_HUMAN Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1";141000;102010;70290;0;102240;48985;67692;66226;62091;60789;109500;74844;46127;0;75563;0;0;0;85500;62311;66556;0;0;0;0;107580;45937
"1958";"10594";"PRPF8";"Pre-mRNA-processing-splicing factor 8";"sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2";49129000;7582100;63421000;43082000;13217000;15959000;10120000;18086000;14875000;3320100;130780000;74482000;35217000;5821500;21372000;21317000;9840700;7320600;31802000;25944000;16932000;12596000;11466000;13715000;11957000;47968000;9736300
"1959";"79887";"PLBD1";"Phospholipase B-like 1";"sp|Q6P4A8|PLBL1_HUMAN Phospholipase B-like 1 OS=Homo sapiens OX=9606 GN=PLBD1 PE=1 SV=2";828140;0;961000;490710;627430;443900;403500;528860;328290;283400;2765600;0;937990;290120;829510;517040;623870;614610;937080;481050;635930;0;0;608430;0;1331000;417960
"1960";"81889";"FAHD1";"Acylpyruvase FAHD1, mitochondrial";"sp|Q6P587|FAHD1_HUMAN Acylpyruvase FAHD1, mitochondrial OS=Homo sapiens OX=9606 GN=FAHD1 PE=1 SV=2";428040;0;387770;135690;280500;133430;133410;148840;95887;81659;464490;180940;159660;0;318590;128850;102370;203340;276830;153420;169590;198680;110050;0;0;463070;99440
"1961";"147700";"KLC3";"Isoform of Q6P597, Isoform 2 of Kinesin light chain 3";"sp|Q6P597-2|KLC3-2_HUMAN Isoform of Q6P597, Isoform 2 of Kinesin light chain 3 OS=Homo sapiens OX=9606 GN=KLC3 PE=1 SV=2";367210;463760;290990;214340;1270800;131800;250760;480950;299090;270690;420560;177490;736730;367310;279170;176010;176660;218720;704510;135820;135620;116870;185550;254390;147520;372910;62256
"1962";"57707";"MEAK7";"MTOR-associated protein MEAK7";"sp|Q6P9B6|MEAK7_HUMAN MTOR-associated protein MEAK7 OS=Homo sapiens OX=9606 GN=MEAK7 PE=1 SV=2";614700;65223;725080;130190;218500;101830;60809;0;190490;47406;665330;95411;92325;126930;0;404780;82126;101420;286530;170810;424630;151270;72048;0;0;757230;80328
"1963";"376497";"SLC27A1";"Isoform of Q6PCB7, Isoform 2 of Long-chain fatty acid transport protein 1";"sp|Q6PCB7-2|S27A1-2_HUMAN Isoform of Q6PCB7, Isoform 2 of Long-chain fatty acid transport protein 1 OS=Homo sapiens OX=9606 GN=SLC27A1 PE=1 SV=1";650680;216870;208210;0;0;213720;73413;0;0;59197;753180;492740;0;0;0;486590;0;273590;778690;405070;197880;0;711430;0;68781;1866800;460580
"1964";"9652";"TTC37";"Tetratricopeptide repeat protein 37";"sp|Q6PGP7|TTC37_HUMAN Tetratricopeptide repeat protein 37 OS=Homo sapiens OX=9606 GN=TTC37 PE=1 SV=1";374240;0;212400;165110;157200;174990;45380;332420;179500;0;419470;207380;259620;0;198480;238210;56853;104870;181500;206410;257320;270870;0;237630;0;453740;69606
"1965";"23367";"LARP1";"Isoform of Q6PKG0, Isoform 2 of La-related protein 1";"sp|Q6PKG0-3|LARP1-3_HUMAN Isoform of Q6PKG0, Isoform 2 of La-related protein 1 OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=2";204160;119420;147430;115200;94017;119770;0;100960;95399;0;301240;241150;242320;86230;164500;0;80294;122420;158970;122400;89183;189180;122540;189930;0;314060;87879
"1966";"57085";"AGTRAP";"Isoform of Q6RW13, Isoform 2 of Type-1 angiotensin II receptor-associated protein";"sp|Q6RW13-2|ATRAP-2_HUMAN Isoform of Q6RW13, Isoform 2 of Type-1 angiotensin II receptor-associated protein OS=Homo sapiens OX=9606 GN=AGTRAP PE=1 SV=1";318990;0;0;258230;242590;72100;267840;377000;266910;178560;627910;250870;369650;0;188070;350080;162760;0;416280;210040;0;0;0;0;0;401780;173860
"1967";"374897";"SBSN";"Suprabasin";"sp|Q6UWP8|SBSN_HUMAN Suprabasin OS=Homo sapiens OX=9606 GN=SBSN PE=1 SV=2";3064600;4018100;6105400;3185100;6100000;3730700;818460;4719100;2072700;1311900;5859300;3783500;4425300;353290;4912700;0;3681200;0;4238600;2864200;2212400;1853700;755260;1638800;1315900;9269300;2577600
"1969";"137797";"LYPD2";"Ly6/PLAUR domain-containing protein 2";"sp|Q6UXB3|LYPD2_HUMAN Ly6/PLAUR domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LYPD2 PE=1 SV=1";425300;85568;0;546360;346440;0;201170;180660;352430;304370;654130;123710;366480;0;526200;328490;330480;70389;804080;110210;91071;0;0;0;66769;301010;0
"1970";"80223";"RAB11FIP1";"Rab11 family-interacting protein 1";"sp|Q6WKZ4|RFIP1_HUMAN Rab11 family-interacting protein 1 OS=Homo sapiens OX=9606 GN=RAB11FIP1 PE=1 SV=3";1077900;490770;1160400;602530;752700;735270;430260;644240;991170;354680;2767200;1096600;737300;0;1463800;539340;213390;422660;1058500;517370;542490;630890;277850;379700;1370800;919650;195950
"1971";"126638";"RPTN";"Repetin";"sp|Q6XPR3|RPTN_HUMAN Repetin OS=Homo sapiens OX=9606 GN=RPTN PE=1 SV=1";1896800;1494900;8696300;504220;0;8959700;192610;102030;638610;0;49234;4906300;0;109770;523540;0;0;3065800;2041100;2125100;5107000;1909700;2326200;24443000;0;1613900;5830200
"1972";"135228";"CD109";"Isoform of Q6YHK3, Isoform 2 of CD109 antigen";"sp|Q6YHK3-2|CD109-2_HUMAN Isoform of Q6YHK3, Isoform 2 of CD109 antigen OS=Homo sapiens OX=9606 GN=CD109 PE=1 SV=2";85671;69994;58685;50435;142130;15418;0;28027;64716;49080;336070;63012;73999;0;33584;44307;0;0;171020;65139;25421;0;0;0;0;39829;0
"1973";"56267";"KYAT3";"Isoform of Q6YP21, Isoform 3 of Kynurenine--oxoglutarate transaminase 3";"sp|Q6YP21-3|KAT3-3_HUMAN Isoform of Q6YP21, Isoform 3 of Kynurenine--oxoglutarate transaminase 3 OS=Homo sapiens OX=9606 GN=KYAT3 PE=1 SV=1";246640;114610;493460;148600;155660;100170;86530;83586;98711;84287;619350;171180;225060;0;240870;82129;85336;129990;172520;117500;193770;0;92887;173910;0;213620;95853
"1974";"163351";"GBP6";"Guanylate-binding protein 6";"sp|Q6ZN66|GBP6_HUMAN Guanylate-binding protein 6 OS=Homo sapiens OX=9606 GN=GBP6 PE=2 SV=1";1378500;1690500;4679600;447650;305710;1609600;0;287570;291450;0;4071000;2252300;1208900;353600;2498500;190150;351670;1229200;1188800;478470;2368900;302370;1434000;3558700;0;3620600;1068800
"1975";"390928";"ACP7";"Acid phosphatase type 7";"sp|Q6ZNF0|ACP7_HUMAN Acid phosphatase type 7 OS=Homo sapiens OX=9606 GN=ACP7 PE=2 SV=2";0;166860;680920;0;0;298040;0;0;0;0;0;708430;0;303060;203850;0;0;438510;0;283600;382220;0;299000;843550;0;372500;330950
"1976";"23616";"SH3BP1";"Isoform of Q6ZT62, Isoform Short BGIN of Bargin";"sp|Q6ZT62-2|BGIN-2_HUMAN Isoform of Q6ZT62, Isoform Short BGIN of Bargin OS=Homo sapiens OX=9606 GN=BARGIN PE=1 SV=2";54638000;17488000;42634000;25799000;27243000;14363000;12637000;17791000;20665000;11835000;41748000;34052000;37957000;12725000;26431000;22814000;22513000;30442000;18460000;15580000;17415000;32663000;14082000;25598000;11412000;56466000;9646600
"1977";"146691";"TOM1L2";"Isoform of Q6ZVM7, Isoform 5 of TOM1-like protein 2";"sp|Q6ZVM7-5|TM1L2-5_HUMAN Isoform of Q6ZVM7, Isoform 5 of TOM1-like protein 2 OS=Homo sapiens OX=9606 GN=TOM1L2 PE=1 SV=1";930710;461190;554450;331730;370130;185780;267210;306940;387450;125910;1898700;507870;1993800;145460;868400;511180;289270;443680;611220;259090;118800;566000;389950;777390;163540;793050;232380
"1978";"342897";"NCCRP1";"F-box only protein 50";"sp|Q6ZVX7|FBX50_HUMAN F-box only protein 50 OS=Homo sapiens OX=9606 GN=NCCRP1 PE=1 SV=1";41641000;39185000;30660000;15669000;54172000;15663000;6250600;7479100;23780000;4722500;111580000;23296000;31317000;14176000;71231000;10717000;4997400;18941000;28494000;16125000;10795000;19055000;17222000;65669000;1688300;53467000;7828900
"1979";"121457";"IKBIP";"Inhibitor of nuclear factor kappa-B kinase-interacting protein";"sp|Q70UQ0|IKIP_HUMAN Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens OX=9606 GN=IKBIP PE=1 SV=1";1251600;221250;648480;932000;348960;414610;281190;574900;577820;258600;791860;513070;1050700;182150;564290;589230;397760;338240;628440;308900;405290;770910;0;1014200;0;863750;409570
"1980";"126961";"H3C14";"Histone H3.2";"sp|Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C13 PE=1 SV=3";74151000;67765000;207350000;98911000;37491000;96963000;32210000;81498000;67775000;46489000;213080000;221910000;93747000;19680000;113790000;60521000;88697000;92839000;175680000;83869000;83996000;55017000;36259000;39834000;17437000;298900000;45445000
"1981";"27044";"SND1";"Staphylococcal nuclease domain-containing protein 1";"sp|Q7KZF4|SND1_HUMAN Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1";9910900;4653500;19135000;7199200;7647400;3667400;2725200;5358100;6265600;3155600;17958000;13168000;9773800;1975500;8015700;5481200;4425600;4269100;12410000;4831400;7651800;6548600;7094600;9768300;468470;24091000;3918900
"1982";"9689";"BZW1";"Isoform of Q7L1Q6, Isoform 2 of Basic leucine zipper and W2 domain-containing protein 1";"sp|Q7L1Q6-2|BZW1-2_HUMAN Isoform of Q7L1Q6, Isoform 2 of Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1";8848900;3394400;8377700;1812000;1130200;3649100;2499500;2170100;3873900;706790;8273400;3463200;4524200;1001700;2627900;4543700;1019000;2554400;6946400;3234500;2803000;2923400;3757900;2723600;417430;9499400;3131300
"1983";"10480";"EIF3M";"Eukaryotic translation initiation factor 3 subunit M";"sp|Q7L2H7|EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M OS=Homo sapiens OX=9606 GN=EIF3M PE=1 SV=1";5254000;675250;5059000;1517500;2368500;1348400;1014700;1928200;1570000;776750;5379000;3241300;3453900;629810;1618900;3024200;1017300;1285600;2360900;2359600;1683200;2655800;2048900;3151800;223190;4701900;1006000
"1984";"23191";"CYFIP1";"Cytoplasmic FMR1-interacting protein 1";"sp|Q7L576|CYFP1_HUMAN Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens OX=9606 GN=CYFIP1 PE=1 SV=1";12744000;3287000;10969000;6260700;6348900;4178900;2384300;4147800;3891800;1173500;27109000;12661000;8238100;1161800;9429900;6764600;2918900;4313400;10681000;7360000;7573500;6704300;3875900;6637100;159280;15055000;3331400
"1985";"51608";"GET4";"Golgi to ER traffic protein 4 homolog";"sp|Q7L5D6|GET4_HUMAN Golgi to ER traffic protein 4 homolog OS=Homo sapiens OX=9606 GN=GET4 PE=1 SV=1";930550;194110;0;305880;0;171370;160490;286480;335620;2005400;0;424460;347910;0;276250;284820;227760;0;439570;263530;163830;0;0;464330;0;799970;0
"1986";"79153";"GDPD3";"Lysophospholipase D GDPD3";"sp|Q7L5L3|GDPD3_HUMAN Lysophospholipase D GDPD3 OS=Homo sapiens OX=9606 GN=GDPD3 PE=1 SV=3";2308600;501690;3309300;1781600;997860;1423600;883260;824180;818450;284010;4307300;1916600;1516300;331060;1741100;1443000;1177800;2789600;2401400;2044300;2520400;3372900;2276000;4658200;0;4335900;2789800
"1987";"54947";"LPCAT2";"Lysophosphatidylcholine acyltransferase 2";"sp|Q7L5N7|PCAT2_HUMAN Lysophosphatidylcholine acyltransferase 2 OS=Homo sapiens OX=9606 GN=LPCAT2 PE=1 SV=1";1275100;0;1073100;1180400;537240;889540;452950;781560;1101000;908970;1233300;980160;925680;0;825980;1300800;990570;1292300;2195100;978620;633110;741810;1172200;1042500;672830;1305800;461990
"1988";"84844";"PHF5A";"PHD finger-like domain-containing protein 5A";"sp|Q7RTV0|PHF5A_HUMAN PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1";230660;198940;731210;351650;586980;183520;277110;423180;0;424150;355320;683400;704600;106420;564560;223570;0;0;313810;189830;132750;0;0;276240;0;499310;0
"1989";"90381";"TICRR";"Isoform of Q7Z2Z1, Isoform 2 of Treslin";"sp|Q7Z2Z1-2|TICRR-2_HUMAN Isoform of Q7Z2Z1, Isoform 2 of Treslin OS=Homo sapiens OX=9606 GN=TICRR PE=1 SV=2";0;0;0;2146900;0;1950800;0;0;2165000;857430;0;0;2373800;0;2430200;1626500;0;0;5043100;0;0;0;0;0;0;0;0
"1990";"79631";"EFL1";"Isoform of Q7Z2Z2, Isoform 2 of Elongation factor-like GTPase 1";"sp|Q7Z2Z2-2|EFL1-2_HUMAN Isoform of Q7Z2Z2, Isoform 2 of Elongation factor-like GTPase 1 OS=Homo sapiens OX=9606 GN=EFL1 PE=1 SV=2";2261700;1343200;3043500;0;1242300;872590;851970;1109500;1625800;552530;3124300;2232400;2877700;0;1057700;1492400;1094500;1025200;1787400;727980;1490500;1514400;0;2178200;0;2738400;1578200
"1991";"79784";"MYH14";"Myosin-14";"sp|Q7Z406|MYH14_HUMAN Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2";13142000;300930;2634200;3619200;6571900;736520;1951900;6801900;3012400;1555700;4308700;1133400;3112300;214550;1316300;5313800;826560;2311500;2967600;1410600;833650;633020;2801400;3906200;118330;1663300;0
"1992";"57506";"MAVS";"Mitochondrial antiviral-signaling protein";"sp|Q7Z434|MAVS_HUMAN Mitochondrial antiviral-signaling protein OS=Homo sapiens OX=9606 GN=MAVS PE=1 SV=2";508110;318790;390700;771200;363190;432650;209560;496650;424080;299610;740000;236340;443450;167580;360240;650040;0;158760;548050;471520;0;359620;0;293050;0;1638200;0
"1993";"55027";"HEATR3";"Isoform of Q7Z4Q2, Isoform 3 of HEAT repeat-containing protein 3";"sp|Q7Z4Q2-3|HEAT3-3_HUMAN Isoform of Q7Z4Q2, Isoform 3 of HEAT repeat-containing protein 3 OS=Homo sapiens OX=9606 GN=HEATR3 PE=1 SV=2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132980;0;0;0
"1994";"10075";"HUWE1";"Isoform of Q7Z6Z7, Isoform 2 of E3 ubiquitin-protein ligase HUWE1";"sp|Q7Z6Z7-2|HUWE1-2_HUMAN Isoform of Q7Z6Z7, Isoform 2 of E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3";2823900;524060;2254900;2555800;950850;1162300;639230;686440;1268600;450380;3867600;1733100;2233000;221390;1284400;1542700;421800;918900;1808400;1477200;1478900;2871600;1534900;1100500;0;3345900;747960
"1995";"51809";"GALNT7";"N-acetylgalactosaminyltransferase 7";"sp|Q86SF2|GALT7_HUMAN N-acetylgalactosaminyltransferase 7 OS=Homo sapiens OX=9606 GN=GALNT7 PE=1 SV=1";71277;0;52295;98641;70919;42611;0;0;29898;55542;727190;60063;125320;0;95546;136790;0;0;56323;45538;39265;23941;0;29847;0;52110;0
"1996";"338324";"S100A7A";"Protein S100-A7A";"sp|Q86SG5|S1A7A_HUMAN Protein S100-A7A OS=Homo sapiens OX=9606 GN=S100A7A PE=1 SV=3";2521600;34534000;2516700;315990;1927400;1752600;3567200;2876700;2835500;2712500;5989800;1909400;5062500;17446000;310940;6370700;2639300;1827000;4295900;4327000;9730100;3389500;3640800;3226400;4811600;7800500;4666600
"1997";"8106";"PABPN1";"Isoform of Q86U42, Isoform 2 of Polyadenylate-binding protein 2";"sp|Q86U42-2|PABP2-2_HUMAN Isoform of Q86U42, Isoform 2 of Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3";288890;192990;374200;65358;685580;133030;427480;84037;110000;265660;1630100;103890;141660;61419;284050;56648;72549;0;303420;88942;160490;0;49010;0;274410;271190;0
"1998";"92140";"MTDH";"Protein LYRIC";"sp|Q86UE4|LYRIC_HUMAN Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2";507370;141510;784260;889320;290570;260250;181020;593900;337310;94174;540940;479600;444820;157990;495430;481050;287930;189870;413000;299480;298300;280870;261470;348610;136920;625080;158800
"1999";"26154";"ABCA12";"Isoform of Q86UK0, Isoform 2 of Glucosylceramide transporter ABCA12";"sp|Q86UK0-2|ABCAC-2_HUMAN Isoform of Q86UK0, Isoform 2 of Glucosylceramide transporter ABCA12 OS=Homo sapiens OX=9606 GN=ABCA12 PE=1 SV=3";751950;147110;551210;275140;276790;199590;105940;259270;219630;0;1022500;219730;295560;187420;214620;588330;215140;219790;446510;343210;338060;348800;304590;301230;0;606790;189650
"2000";"3895";"KTN1";"Isoform of Q86UP2, Isoform 2 of Kinectin";"sp|Q86UP2-2|KTN1-2_HUMAN Isoform of Q86UP2, Isoform 2 of Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1";79145000;30159000;97792000;56455000;92327000;17432000;41580000;71980000;62695000;32993000;162410000;63803000;63652000;14813000;51247000;30863000;32881000;29649000;91835000;43436000;40751000;36775000;20943000;24319000;27335000;114730000;21455000
"2001";"79671";"NLRX1";"Isoform of Q86UT6, Isoform 2 of NLR family member X1";"sp|Q86UT6-2|NLRX1-2_HUMAN Isoform of Q86UT6, Isoform 2 of NLR family member X1 OS=Homo sapiens OX=9606 GN=NLRX1 PE=1 SV=1";1682000;345980;1737500;474150;434020;315960;291170;410450;635110;526810;3410600;719290;1133900;126290;827300;607170;434280;461320;1647000;547620;592520;572250;433480;942020;0;2220600;611140
"2002";"84985";"FAM83A";"Protein FAM83A";"sp|Q86UY5|FA83A_HUMAN Protein FAM83A OS=Homo sapiens OX=9606 GN=FAM83A PE=1 SV=1";8177300;555720;8569500;3776200;5272900;1699600;1001300;4425900;5619400;3623900;9856800;2490500;6279500;0;6435800;6013400;2619600;540680;6899900;2548500;2435600;0;447970;0;0;4852400;0
"2003";"65985";"AACS";"Acetoacetyl-CoA synthetase";"sp|Q86V21|AACS_HUMAN Acetoacetyl-CoA synthetase OS=Homo sapiens OX=9606 GN=AACS PE=1 SV=1";201170;78076;302610;95133;200500;0;47179;0;99300;0;222650;0;117070;0;124720;75674;0;0;154720;0;0;0;403870;0;0;0;0
"2004";"10189";"ALYREF";"THO complex subunit 4";"sp|Q86V81|THOC4_HUMAN THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3";522380;1712800;410720;265720;1047900;148840;341330;379410;558200;897640;2017300;365950;660070;0;366800;185450;650490;0;271830;733070;383810;0;268540;0;1044400;311510;0
"2005";"55832";"CAND1";"Cullin-associated NEDD8-dissociated protein 1";"sp|Q86VP6|CAND1_HUMAN Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2";10641000;3891300;10776000;7183100;5455900;4737600;2695300;4760600;4796200;972680;15695000;7974400;7286400;1571700;5923800;5225000;3897800;5914100;9125100;6153800;6180800;7889400;8522900;10093000;661560;19065000;4561000
"2006";"147645";"VSIG10L";"Isoform of Q86VR7, Isoform 2 of V-set and immunoglobulin domain-containing protein 10-like";"sp|Q86VR7-2|VS10L-2_HUMAN Isoform of Q86VR7, Isoform 2 of V-set and immunoglobulin domain-containing protein 10-like OS=Homo sapiens OX=9606 GN=VSIG10L PE=2 SV=2";0;316900;2472100;0;0;599620;311630;908250;0;1175200;1892000;1111500;0;0;1046500;818700;972800;0;943330;935960;769120;0;394330;0;0;0;0
"2007";"84376";"HOOK3";"Protein Hook homolog 3";"sp|Q86VS8|HOOK3_HUMAN Protein Hook homolog 3 OS=Homo sapiens OX=9606 GN=HOOK3 PE=1 SV=2";806500;333440;865260;499590;587960;270990;299230;312990;389470;253380;806770;480340;504170;0;532300;216090;312930;267630;645780;260070;436720;463820;586210;439880;0;736600;316640
"2008";"118881";"COMTD1";"Catechol O-methyltransferase domain-containing protein 1";"sp|Q86VU5|CMTD1_HUMAN Catechol O-methyltransferase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=COMTD1 PE=1 SV=1";0;0;231230;141280;0;0;0;139190;117160;0;0;0;168290;0;0;136290;162370;93908;0;129260;0;144010;0;135000;0;288880;0
"2009";"338322";"NLRP10";"NACHT, LRR and PYD domains-containing protein 10";"sp|Q86W26|NAL10_HUMAN NACHT, LRR and PYD domains-containing protein 10 OS=Homo sapiens OX=9606 GN=NLRP10 PE=1 SV=1";4041300;1147200;3319900;3420700;374570;1738600;1968100;198560;2247100;637800;2127100;5543900;1529300;764740;871780;636270;218710;3473400;7237700;2468300;4549400;9208000;5576700;10752000;83230;10876000;3457100
"2010";"89848";"FCHSD1";"Isoform of Q86WN1, Isoform 3 of F-BAR and double SH3 domains protein 1";"sp|Q86WN1-3|FCSD1-3_HUMAN Isoform of Q86WN1, Isoform 3 of F-BAR and double SH3 domains protein 1 OS=Homo sapiens OX=9606 GN=FCHSD1 PE=1 SV=1";0;47902;136460;0;0;81996;0;0;0;0;0;111350;0;99668;0;0;0;120470;67648;49616;106540;94479;164300;125450;0;0;98674
"2011";"4817";"NIT1";"Isoform of Q86X76, Isoform 1 of Deaminated glutathione amidase";"sp|Q86X76-2|NIT1-2_HUMAN Isoform of Q86X76, Isoform 1 of Deaminated glutathione amidase OS=Homo sapiens OX=9606 GN=NIT1 PE=1 SV=2";774950;573670;1270900;476080;610560;468190;408640;549740;530640;397900;2588800;781230;901010;322770;959540;496760;362510;730110;1183200;681670;586910;903540;566370;951580;0;1935400;763570
"2012";"283748";"PLA2G4D";"Isoform of Q86XP0, Isoform 2 of Cytosolic phospholipase A2 delta";"sp|Q86XP0-2|PA24D-2_HUMAN Isoform of Q86XP0, Isoform 2 of Cytosolic phospholipase A2 delta OS=Homo sapiens OX=9606 GN=PLA2G4D PE=1 SV=2";0;210710;544930;0;106750;192280;0;0;0;0;0;236650;0;92742;63637;0;49416;442530;53531;0;215080;119660;188780;1149000;62017;468310;216790
"2013";"23646";"PLD3";"5-3 exonuclease PLD3";"sp|Q8IV08|PLD3_HUMAN 5-3 exonuclease PLD3 OS=Homo sapiens OX=9606 GN=PLD3 PE=1 SV=1";144670;109580;173700;48003;111210;42516;0;0;0;75326;352360;53148;56459;42427;108100;103000;100770;56300;62997;127370;105230;82651;89543;108550;0;183480;62908
"2014";"113146";"AHNAK2";"Isoform of Q8IVF2, Isoform 3 of Protein AHNAK2";"sp|Q8IVF2-3|AHNK2-3_HUMAN Isoform of Q8IVF2, Isoform 3 of Protein AHNAK2 OS=Homo sapiens OX=9606 GN=AHNAK2 PE=1 SV=2";60974000;12292000;31653000;33272000;68244000;15024000;15958000;32099000;24466000;34785000;75373000;20253000;34697000;1003300;29103000;18025000;21723000;757960;44279000;22115000;11503000;10324000;1345100;520150;18597000;35528000;2874500
"2015";"57153";"SLC44A2";"Isoform of Q8IWA5, Isoform 3 of Choline transporter-like protein 2";"sp|Q8IWA5-3|CTL2-3_HUMAN Isoform of Q8IWA5, Isoform 3 of Choline transporter-like protein 2 OS=Homo sapiens OX=9606 GN=SLC44A2 PE=1 SV=3";1414600;0;368120;543120;95914;112690;440390;297260;318350;0;1175100;197380;618340;164270;242690;628570;364330;86783;192820;388810;238860;1442800;272090;221820;105460;759200;165000
"2016";"92689";"FAM114A1";"Protein NOXP20";"sp|Q8IWE2|NXP20_HUMAN Protein NOXP20 OS=Homo sapiens OX=9606 GN=FAM114A1 PE=1 SV=2";243810;236150;133390;172390;361010;119360;136480;461820;364720;205710;302520;65006;226910;0;163180;222920;122990;202620;197580;102870;91644;340320;119050;0;196990;185290;160630
"2017";"89941";"RHOT2";"Mitochondrial Rho GTPase 2";"sp|Q8IXI1|MIRO2_HUMAN Mitochondrial Rho GTPase 2 OS=Homo sapiens OX=9606 GN=RHOT2 PE=1 SV=2";100890;0;0;48952;121100;15351;46147;65957;53361;32488;240300;40938;80221;0;79533;55242;0;39391;81984;55231;38554;0;0;0;0;127610;20000
"2018";"126133";"ALDH16A1";"Isoform of Q8IZ83, Isoform 3 of Aldehyde dehydrogenase family 16 member A1";"sp|Q8IZ83-3|A16A1-3_HUMAN Isoform of Q8IZ83, Isoform 3 of Aldehyde dehydrogenase family 16 member A1 OS=Homo sapiens OX=9606 GN=ALDH16A1 PE=1 SV=2";70344;0;126200;34794;69768;34193;20085;41072;103800;56872;337060;39307;161030;0;189400;111040;28682;60625;89531;24724;40271;33129;145370;39564;0;150130;53880
"2019";"157506";"RDH10";"Retinol dehydrogenase 10";"sp|Q8IZV5|RDH10_HUMAN Retinol dehydrogenase 10 OS=Homo sapiens OX=9606 GN=RDH10 PE=1 SV=1";302380;65394;791740;209220;0;144150;68207;171830;0;0;1476800;128780;275720;186980;326540;157310;91795;375340;447780;155460;94310;392910;0;170400;0;963290;161220
"2020";"57805";"CCAR2";"Isoform of Q8N163, Isoform 2 of Cell cycle and apoptosis regulator protein 2";"sp|Q8N163-2|CCAR2-2_HUMAN Isoform of Q8N163, Isoform 2 of Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2";802790;426650;1178800;410050;1185600;254340;315220;665360;692820;651180;2114500;829540;766630;0;576380;368280;373400;433330;956230;443540;483900;398840;300780;502860;407660;775670;229950
"2021";"6293";"VPS52";"Isoform of Q8N1B4, Isoform 2 of Vacuolar protein sorting-associated protein 52 homolog";"sp|Q8N1B4-2|VPS52-2_HUMAN Isoform of Q8N1B4, Isoform 2 of Vacuolar protein sorting-associated protein 52 homolog OS=Homo sapiens OX=9606 GN=VPS52 PE=1 SV=1";341610;0;263130;124700;269790;136350;0;0;283620;108480;586660;184840;89254;0;0;206130;0;368220;135970;197360;224530;428460;0;299670;0;0;182570
"2022";"57470";"LRRC47";"Leucine-rich repeat-containing protein 47";"sp|Q8N1G4|LRC47_HUMAN Leucine-rich repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=LRRC47 PE=1 SV=1";815580;353340;479690;301320;414740;118870;304690;252980;70804;500810;1212600;663170;253530;0;260190;251240;308520;187940;591520;245110;215700;307180;215450;158740;0;461520;143880
"2023";"83787";"ARMC10";"Isoform of Q8N2F6, Isoform 4 of Armadillo repeat-containing protein 10";"sp|Q8N2F6-4|ARM10-4_HUMAN Isoform of Q8N2F6, Isoform 4 of Armadillo repeat-containing protein 10 OS=Homo sapiens OX=9606 GN=ARMC10 PE=1 SV=1";195590;68889;87607;101460;58392;50250;41335;42747;73571;0;514240;47826;137360;0;44246;51289;51344;0;84652;86841;65940;64544;75777;0;0;102180;48812
